ts	hostid	type	mod	value	tag
1784873700000	host012	disk	sde_read	271632	disk_rw_sectors
1784874000000	host013	disk	sdb_write	475258	disk_rw_sectors
1784874300000	host001	disk	sdb_write	301787	disk_rw_sectors
1784874600000	host016	disk	sda_avgrq	343.97	disk_other_metric
1784874900000	host012	disk	sdc_await	41.38	disk_latency_ms
1784875200000	host007	disk	sda_avgrq	148.36	disk_other_metric
1784875500000	host005	disk	sdd_util	22.68	disk_util_percent
1784875800000	host020	disk	sdc_write	468515	disk_rw_sectors
1784876100000	host017	disk	sdb_write	746	disk_rw_sectors
1784876400000	host010	disk	sdd_await	42.66	disk_latency_ms
1784876700000	host008	disk	sdc_await	11.35	disk_latency_ms
1784877000000	host008	disk	sdc_util	42.68	disk_util_percent
1784877300000	host017	disk	sdc_await	48.60	disk_latency_ms
1784877600000	host016	disk	sda_util	9.16	disk_util_percent
1784877900000	host002	disk	sde_util	4.56	disk_util_percent
1784878200000	host006	disk	sde_await	30.40	disk_latency_ms
1784878500000	host004	disk	sdc_svctm	40.37	disk_latency_ms
1784878800000	host007	disk	sde_await	2.02	disk_latency_ms
1784879100000	host001	disk	sdb_svctm	6.32	disk_latency_ms
1784879400000	host013	disk	sdb_read	185713	disk_rw_sectors
1784879700000	host018	disk	sde_write	468162	disk_rw_sectors
1784880000000	host018	disk	sdb_write	370192	disk_rw_sectors
1784880300000	host003	disk	sdb_svctm	33.34	disk_latency_ms
1784880600000	host014	disk	sdb_avgrq	534.13	disk_other_metric
1784880900000	host009	disk	sda_util	47.85	disk_util_percent
1784881200000	host011	disk	sdd_util	75.38	disk_util_percent
1784881500000	host005	disk	sde_read	110006	disk_rw_sectors
1784881800000	host007	disk	sde_read	74257	disk_rw_sectors
1784882100000	host006	disk	sdc_svctm	0.94	disk_latency_ms
1784882400000	host004	disk	sdd_avgrq	253.76	disk_other_metric
1784882700000	host005	disk	sdc_await	28.05	disk_latency_ms
1784883000000	host019	disk	sde_read	376100	disk_rw_sectors
1784883300000	host006	disk	sdb_write	384959	disk_rw_sectors
1784883600000	host012	disk	sda_util	5.72	disk_util_percent
1784883900000	host006	disk	sdb_await	10.63	disk_latency_ms
1784884200000	host002	disk	sde_await	12.19	disk_latency_ms
1784884500000	host016	disk	sda_avgrq	66.67	disk_other_metric
1784884800000	host004	disk	sde_svctm	2.87	disk_latency_ms
1784885100000	host013	disk	sdb_svctm	13.86	disk_latency_ms
1784885400000	host008	disk	sda_rqm	242.78	disk_rqm_per_sec
1784885700000	host011	disk	sde_write	449195	disk_rw_sectors
1784886000000	host018	disk	sde_avgrq	772.17	disk_other_metric
1784886300000	host018	disk	sda_await	7.51	disk_latency_ms
1784886600000	host003	disk	sde_write	406201	disk_rw_sectors
1784886900000	host013	disk	sdb_write	210392	disk_rw_sectors
1784887200000	host002	disk	sdc_svctm	39.25	disk_latency_ms
1784887500000	host013	disk	sde_write	299321	disk_rw_sectors
1784887800000	host016	disk	sdd_await	19.37	disk_latency_ms
1784888100000	host011	disk	sdc_avgrq	790.75	disk_other_metric
1784888400000	host002	disk	sdd_await	15.99	disk_latency_ms
1784888700000	host019	disk	sde_rqm	399.64	disk_rqm_per_sec
1784889000000	host003	disk	sdd_await	4.42	disk_latency_ms
1784889300000	host009	disk	sde_rqm	38.75	disk_rqm_per_sec
1784889600000	host011	disk	sdb_await	21.47	disk_latency_ms
1784889900000	host001	disk	sda_read	302111	disk_rw_sectors
1784890200000	host013	disk	sdd_write	309819	disk_rw_sectors
1784890500000	host011	disk	sdd_util	54.71	disk_util_percent
1784890800000	host012	disk	sdb_write	31561	disk_rw_sectors
1784891100000	host016	disk	sda_rqm	405.60	disk_rqm_per_sec
1784891400000	host001	disk	sdb_avgrq	168.73	disk_other_metric
1784891700000	host006	disk	sda_rqm	35.56	disk_rqm_per_sec
1784892000000	host016	disk	sdb_read	71279	disk_rw_sectors
1784892300000	host003	disk	sde_read	161208	disk_rw_sectors
1784892600000	host003	disk	sdc_write	299669	disk_rw_sectors
1784892900000	host008	disk	sdc_util	90.59	disk_util_percent
1784893200000	host020	disk	sda_util	46.28	disk_util_percent
1784893500000	host019	disk	sde_util	40.60	disk_util_percent
1784893800000	host019	disk	sdd_svctm	23.78	disk_latency_ms
1784894100000	host003	disk	sda_write	223536	disk_rw_sectors
1784894400000	host016	disk	sda_svctm	11.64	disk_latency_ms
1784894700000	host020	disk	sdb_write	69128	disk_rw_sectors
1784895000000	host015	disk	sde_await	33.78	disk_latency_ms
1784895300000	host001	disk	sde_util	95.91	disk_util_percent
1784895600000	host019	disk	sdd_svctm	26.78	disk_latency_ms
1784895900000	host016	disk	sde_svctm	21.08	disk_latency_ms
1784896200000	host008	disk	sdd_write	493200	disk_rw_sectors
1784896500000	host019	disk	sde_avgrq	203.02	disk_other_metric
1784896800000	host020	disk	sda_read	330283	disk_rw_sectors
1784897100000	host013	disk	sdb_await	15.51	disk_latency_ms
1784897400000	host001	disk	sdc_svctm	33.64	disk_latency_ms
1784897700000	host019	disk	sdb_await	9.17	disk_latency_ms
1784898000000	host004	disk	sde_read	23949	disk_rw_sectors
1784898300000	host006	disk	sdc_read	307281	disk_rw_sectors
1784898600000	host003	disk	sdc_await	42.12	disk_latency_ms
1784898900000	host012	disk	sdb_svctm	40.40	disk_latency_ms
1784899200000	host009	disk	sdd_avgrq	563.04	disk_other_metric
1784899500000	host015	disk	sdd_avgrq	479.94	disk_other_metric
1784899800000	host002	disk	sda_rqm	70.14	disk_rqm_per_sec
1784900100000	host018	disk	sde_util	39.56	disk_util_percent
1784900400000	host010	disk	sde_svctm	33.30	disk_latency_ms
1784900700000	host014	disk	sdb_svctm	20.11	disk_latency_ms
1784901000000	host019	disk	sdd_util	59.31	disk_util_percent
1784901300000	host010	disk	sda_read	220090	disk_rw_sectors
1784901600000	host007	disk	sde_await	44.54	disk_latency_ms
1784901900000	host014	disk	sdc_rqm	128.47	disk_rqm_per_sec
1784902200000	host011	disk	sdc_rqm	11.53	disk_rqm_per_sec
1784902500000	host008	disk	sdc_await	15.81	disk_latency_ms
1784902800000	host008	disk	sda_svctm	10.04	disk_latency_ms
1784903100000	host019	disk	sde_await	48.76	disk_latency_ms
1784903400000	host019	disk	sdc_util	61.65	disk_util_percent
1784903700000	host015	disk	sdd_util	7.91	disk_util_percent
1784904000000	host019	disk	sdc_await	6.95	disk_latency_ms
1784904300000	host013	disk	sde_write	168346	disk_rw_sectors
1784904600000	host007	disk	sdd_rqm	347.36	disk_rqm_per_sec
1784904900000	host019	disk	sde_util	71.90	disk_util_percent
1784905200000	host006	disk	sdd_await	17.55	disk_latency_ms
1784905500000	host006	disk	sdd_svctm	8.14	disk_latency_ms
1784905800000	host014	disk	sdd_write	223643	disk_rw_sectors
1784906100000	host010	disk	sda_avgrq	987.45	disk_other_metric
1784906400000	host011	disk	sdd_avgrq	916.17	disk_other_metric
1784906700000	host020	disk	sdb_await	30.63	disk_latency_ms
1784907000000	host012	disk	sdd_avgrq	413.95	disk_other_metric
1784907300000	host014	disk	sda_avgrq	298.54	disk_other_metric
1784907600000	host011	disk	sdb_avgrq	874.66	disk_other_metric
1784907900000	host010	disk	sde_write	161161	disk_rw_sectors
1784908200000	host009	disk	sde_rqm	395.85	disk_rqm_per_sec
1784908500000	host010	disk	sdc_read	207367	disk_rw_sectors
1784908800000	host019	disk	sda_avgrq	752.98	disk_other_metric
1784909100000	host008	disk	sdb_avgrq	275.79	disk_other_metric
1784909400000	host015	disk	sdd_avgrq	226.41	disk_other_metric
1784909700000	host009	disk	sdb_util	26.38	disk_util_percent
1784910000000	host017	disk	sda_write	76600	disk_rw_sectors
1784910300000	host008	disk	sdd_rqm	296.66	disk_rqm_per_sec
1784910600000	host017	disk	sdb_util	12.83	disk_util_percent
1784910900000	host016	disk	sdd_write	301790	disk_rw_sectors
1784911200000	host018	disk	sdd_svctm	29.17	disk_latency_ms
1784911500000	host009	disk	sdb_read	130640	disk_rw_sectors
1784911800000	host006	disk	sdb_read	4181	disk_rw_sectors
1784912100000	host019	disk	sdd_util	12.91	disk_util_percent
1784912400000	host006	disk	sdc_read	451108	disk_rw_sectors
1784912700000	host016	disk	sdc_rqm	239.47	disk_rqm_per_sec
1784913000000	host010	disk	sdd_svctm	17.45	disk_latency_ms
1784913300000	host010	disk	sdb_util	37.05	disk_util_percent
1784913600000	host016	disk	sdd_read	450438	disk_rw_sectors
1784913900000	host005	disk	sdc_rqm	122.22	disk_rqm_per_sec
1784914200000	host002	disk	sde_avgrq	278.14	disk_other_metric
1784914500000	host014	disk	sde_avgrq	381.50	disk_other_metric
1784914800000	host003	disk	sde_read	379340	disk_rw_sectors
1784915100000	host020	disk	sde_write	297047	disk_rw_sectors
1784915400000	host002	disk	sdb_rqm	70.72	disk_rqm_per_sec
1784915700000	host012	disk	sdb_read	71492	disk_rw_sectors
1784916000000	host004	disk	sdd_write	384742	disk_rw_sectors
1784916300000	host015	disk	sdb_await	42.94	disk_latency_ms
1784916600000	host012	disk	sdd_svctm	35.38	disk_latency_ms
1784916900000	host013	disk	sdc_write	173417	disk_rw_sectors
1784917200000	host019	disk	sdb_await	31.44	disk_latency_ms
1784917500000	host016	disk	sda_rqm	277.69	disk_rqm_per_sec
1784917800000	host014	disk	sda_read	483759	disk_rw_sectors
1784918100000	host019	disk	sdd_write	495128	disk_rw_sectors
1784918400000	host003	disk	sdb_avgrq	705.82	disk_other_metric
1784918700000	host018	disk	sde_avgrq	189.15	disk_other_metric
1784919000000	host011	disk	sda_util	38.79	disk_util_percent
1784919300000	host003	disk	sde_rqm	111.41	disk_rqm_per_sec
1784919600000	host018	disk	sdd_await	2.50	disk_latency_ms
1784919900000	host007	disk	sdd_avgrq	890.25	disk_other_metric
1784920200000	host007	disk	sdb_util	15.76	disk_util_percent
1784920500000	host005	disk	sdc_rqm	428.99	disk_rqm_per_sec
1784920800000	host007	disk	sde_avgrq	457.52	disk_other_metric
1784921100000	host006	disk	sdb_avgrq	406.58	disk_other_metric
1784921400000	host004	disk	sdb_rqm	150.63	disk_rqm_per_sec
1784921700000	host015	disk	sdb_util	50.44	disk_util_percent
1784922000000	host013	disk	sde_svctm	41.58	disk_latency_ms
1784922300000	host002	disk	sda_await	35.57	disk_latency_ms
1784922600000	host005	disk	sdc_avgrq	381.43	disk_other_metric
1784922900000	host019	disk	sdd_rqm	76.50	disk_rqm_per_sec
1784923200000	host003	disk	sdb_svctm	21.96	disk_latency_ms
1784923500000	host010	disk	sde_rqm	232.91	disk_rqm_per_sec
1784923800000	host007	disk	sdc_rqm	151.05	disk_rqm_per_sec
1784924100000	host011	disk	sdd_rqm	77.58	disk_rqm_per_sec
1784924400000	host018	disk	sdd_await	47.37	disk_latency_ms
1784924700000	host006	disk	sda_write	427329	disk_rw_sectors
1784925000000	host018	disk	sdc_avgrq	422.12	disk_other_metric
1784925300000	host011	disk	sdb_write	235119	disk_rw_sectors
1784925600000	host011	disk	sda_write	104317	disk_rw_sectors
1784925900000	host007	disk	sdd_read	272794	disk_rw_sectors
1784926200000	host005	disk	sde_write	4885	disk_rw_sectors
1784926500000	host005	disk	sdb_rqm	67.22	disk_rqm_per_sec
1784926800000	host013	disk	sdb_read	112997	disk_rw_sectors
1784927100000	host007	disk	sda_rqm	114.86	disk_rqm_per_sec
1784927400000	host008	disk	sdc_write	132979	disk_rw_sectors
1784927700000	host014	disk	sde_util	44.10	disk_util_percent
1784928000000	host004	disk	sdc_util	78.33	disk_util_percent
1784928300000	host012	disk	sda_rqm	218.77	disk_rqm_per_sec
1784928600000	host014	disk	sde_read	406798	disk_rw_sectors
1784928900000	host016	disk	sdc_await	37.57	disk_latency_ms
1784929200000	host011	disk	sda_avgrq	898.65	disk_other_metric
1784929500000	host002	disk	sdb_write	145748	disk_rw_sectors
1784929800000	host012	disk	sdd_write	29386	disk_rw_sectors
1784930100000	host003	disk	sdb_write	477225	disk_rw_sectors
1784930400000	host008	disk	sdb_avgrq	816.06	disk_other_metric
1784930700000	host006	disk	sda_avgrq	29.04	disk_other_metric
1784931000000	host009	disk	sdd_read	24466	disk_rw_sectors
1784931300000	host005	disk	sde_svctm	14.87	disk_latency_ms
1784931600000	host003	disk	sdb_rqm	45.43	disk_rqm_per_sec
1784931900000	host006	disk	sda_write	347035	disk_rw_sectors
1784932200000	host005	disk	sdd_avgrq	52.12	disk_other_metric
1784932500000	host012	disk	sdd_rqm	219.67	disk_rqm_per_sec
1784932800000	host014	disk	sdb_avgrq	660.55	disk_other_metric
1784933100000	host018	disk	sde_util	72.96	disk_util_percent
1784933400000	host004	disk	sda_svctm	32.15	disk_latency_ms
1784933700000	host016	disk	sda_await	41.26	disk_latency_ms
1784934000000	host014	disk	sdb_read	326263	disk_rw_sectors
1784934300000	host020	disk	sdb_write	485312	disk_rw_sectors
1784934600000	host009	disk	sdd_rqm	193.16	disk_rqm_per_sec
1784934900000	host018	disk	sde_write	281449	disk_rw_sectors
1784935200000	host015	disk	sde_read	413463	disk_rw_sectors
1784935500000	host016	disk	sde_read	177984	disk_rw_sectors
1784935800000	host017	disk	sde_rqm	89.94	disk_rqm_per_sec
1784936100000	host011	disk	sdc_rqm	401.33	disk_rqm_per_sec
1784936400000	host019	disk	sdb_await	19.33	disk_latency_ms
1784936700000	host018	disk	sdd_avgrq	712.61	disk_other_metric
1784937000000	host017	disk	sde_read	496581	disk_rw_sectors
1784937300000	host008	disk	sdb_svctm	12.53	disk_latency_ms
1784937600000	host007	disk	sdd_util	57.34	disk_util_percent
1784937900000	host003	disk	sdb_write	52287	disk_rw_sectors
1784938200000	host005	disk	sda_read	45063	disk_rw_sectors
1784938500000	host002	disk	sdc_read	278352	disk_rw_sectors
1784938800000	host015	disk	sdc_svctm	2.19	disk_latency_ms
1784939100000	host012	disk	sdb_util	80.73	disk_util_percent
1784939400000	host020	disk	sdd_rqm	334.80	disk_rqm_per_sec
1784939700000	host003	disk	sde_util	85.51	disk_util_percent
1784940000000	host016	disk	sdd_avgrq	693.59	disk_other_metric
1784940300000	host008	disk	sde_read	184822	disk_rw_sectors
1784940600000	host004	disk	sdb_avgrq	694.44	disk_other_metric
1784940900000	host006	disk	sda_await	36.79	disk_latency_ms
1784941200000	host004	disk	sdb_svctm	5.19	disk_latency_ms
1784941500000	host006	disk	sde_read	474646	disk_rw_sectors
1784941800000	host016	disk	sde_await	37.45	disk_latency_ms
1784942100000	host008	disk	sde_write	292320	disk_rw_sectors
1784942400000	host015	disk	sdb_write	85747	disk_rw_sectors
1784942700000	host001	disk	sdd_await	42.87	disk_latency_ms
1784943000000	host005	disk	sde_read	59237	disk_rw_sectors
1784943300000	host013	disk	sdb_write	197595	disk_rw_sectors
1784943600000	host011	disk	sdb_avgrq	591.10	disk_other_metric
1784943900000	host013	disk	sdc_write	476458	disk_rw_sectors
1784944200000	host007	disk	sda_rqm	346.18	disk_rqm_per_sec
1784944500000	host007	disk	sdc_write	151989	disk_rw_sectors
1784944800000	host010	disk	sde_avgrq	442.82	disk_other_metric
1784945100000	host001	disk	sde_avgrq	502.20	disk_other_metric
1784945400000	host017	disk	sdb_svctm	25.48	disk_latency_ms
1784945700000	host019	disk	sdb_await	0.69	disk_latency_ms
1784946000000	host015	disk	sdb_rqm	402.22	disk_rqm_per_sec
1784946300000	host001	disk	sdd_await	30.73	disk_latency_ms
1784946600000	host013	disk	sdc_svctm	34.25	disk_latency_ms
1784946900000	host003	disk	sda_await	9.55	disk_latency_ms
1784947200000	host015	disk	sdb_svctm	12.94	disk_latency_ms
1784947500000	host006	disk	sda_util	42.71	disk_util_percent
1784947800000	host007	disk	sda_write	496830	disk_rw_sectors
1784948100000	host020	disk	sda_await	20.76	disk_latency_ms
1784948400000	host009	disk	sdb_write	237161	disk_rw_sectors
1784948700000	host016	disk	sda_svctm	16.01	disk_latency_ms
1784949000000	host006	disk	sda_write	478176	disk_rw_sectors
1784949300000	host012	disk	sde_read	9194	disk_rw_sectors
1784949600000	host014	disk	sda_read	464425	disk_rw_sectors
1784949900000	host013	disk	sdc_await	27.18	disk_latency_ms
1784950200000	host005	disk	sdd_read	14563	disk_rw_sectors
1784950500000	host012	disk	sda_write	79119	disk_rw_sectors
1784950800000	host019	disk	sdd_avgrq	117.03	disk_other_metric
1784951100000	host011	disk	sdb_util	21.84	disk_util_percent
1784951400000	host005	disk	sda_await	15.86	disk_latency_ms
1784951700000	host019	disk	sda_util	23.26	disk_util_percent
1784952000000	host008	disk	sde_util	66.84	disk_util_percent
1784952300000	host005	disk	sdb_util	17.24	disk_util_percent
1784952600000	host020	disk	sdd_avgrq	664.08	disk_other_metric
1784952900000	host006	disk	sdc_rqm	215.73	disk_rqm_per_sec
1784953200000	host003	disk	sdb_await	33.20	disk_latency_ms
1784953500000	host020	disk	sdc_svctm	1.45	disk_latency_ms
1784953800000	host018	disk	sdb_await	4.95	disk_latency_ms
1784954100000	host007	disk	sdb_read	116934	disk_rw_sectors
1784954400000	host018	disk	sdc_rqm	21.80	disk_rqm_per_sec
1784954700000	host019	disk	sde_svctm	42.60	disk_latency_ms
1784955000000	host008	disk	sda_write	33676	disk_rw_sectors
1784955300000	host003	disk	sdb_write	445908	disk_rw_sectors
1784955600000	host005	disk	sdb_read	497946	disk_rw_sectors
1784955900000	host006	disk	sde_rqm	186.06	disk_rqm_per_sec
1784956200000	host010	disk	sdc_svctm	33.17	disk_latency_ms
1784956500000	host004	disk	sdd_await	26.96	disk_latency_ms
1784956800000	host014	disk	sde_svctm	20.92	disk_latency_ms
1784957100000	host016	disk	sda_util	29.80	disk_util_percent
1784957400000	host001	disk	sdb_read	400333	disk_rw_sectors
1784957700000	host019	disk	sdc_read	278312	disk_rw_sectors
1784958000000	host011	disk	sdb_avgrq	556.27	disk_other_metric
1784958300000	host002	disk	sde_await	15.53	disk_latency_ms
1784958600000	host010	disk	sdd_read	438919	disk_rw_sectors
1784958900000	host001	disk	sdc_rqm	397.31	disk_rqm_per_sec
1784959200000	host006	disk	sdc_svctm	45.79	disk_latency_ms
1784959500000	host016	disk	sdd_util	63.83	disk_util_percent
1784959800000	host016	disk	sda_avgrq	831.91	disk_other_metric
1784960100000	host017	disk	sda_await	38.82	disk_latency_ms
1784960400000	host013	disk	sda_util	28.18	disk_util_percent
1784960700000	host013	disk	sde_avgrq	775.07	disk_other_metric
1784961000000	host004	disk	sdc_util	72.42	disk_util_percent
1784961300000	host007	disk	sdd_avgrq	658.50	disk_other_metric
1784961600000	host004	disk	sde_read	374792	disk_rw_sectors
1784961900000	host014	disk	sde_read	93871	disk_rw_sectors
1784962200000	host003	disk	sdc_write	95956	disk_rw_sectors
1784962500000	host001	disk	sde_avgrq	690.18	disk_other_metric
1784962800000	host002	disk	sdd_avgrq	163.10	disk_other_metric
1784963100000	host009	disk	sde_svctm	10.93	disk_latency_ms
1784963400000	host004	disk	sdd_avgrq	732.74	disk_other_metric
1784963700000	host017	disk	sdc_read	47210	disk_rw_sectors
1784964000000	host016	disk	sdd_util	15.34	disk_util_percent
1784964300000	host014	disk	sdc_avgrq	575.37	disk_other_metric
1784964600000	host017	disk	sdb_read	341672	disk_rw_sectors
1784964900000	host006	disk	sdc_svctm	34.95	disk_latency_ms
1784965200000	host004	disk	sdb_rqm	28.51	disk_rqm_per_sec
1784965500000	host014	disk	sdc_util	40.98	disk_util_percent
1784965800000	host006	disk	sda_rqm	31.19	disk_rqm_per_sec
1784966100000	host012	disk	sdc_write	392165	disk_rw_sectors
1784966400000	host006	disk	sde_svctm	16.90	disk_latency_ms
1784966700000	host018	disk	sda_util	18.86	disk_util_percent
1784967000000	host004	disk	sda_rqm	160.88	disk_rqm_per_sec
1784967300000	host002	disk	sda_await	40.50	disk_latency_ms
1784967600000	host009	disk	sda_avgrq	886.30	disk_other_metric
1784967900000	host008	disk	sda_rqm	467.66	disk_rqm_per_sec
1784968200000	host018	disk	sda_write	484916	disk_rw_sectors
1784968500000	host014	disk	sda_write	346022	disk_rw_sectors
1784968800000	host019	disk	sdd_rqm	29.82	disk_rqm_per_sec
1784969100000	host013	disk	sde_svctm	34.91	disk_latency_ms
1784969400000	host006	disk	sde_util	75.63	disk_util_percent
1784969700000	host008	disk	sde_write	92961	disk_rw_sectors
1784970000000	host018	disk	sdd_write	462429	disk_rw_sectors
1784970300000	host017	disk	sde_await	33.69	disk_latency_ms
1784970600000	host007	disk	sdd_write	427062	disk_rw_sectors
1784970900000	host016	disk	sdb_util	90.01	disk_util_percent
1784971200000	host003	disk	sdc_svctm	16.88	disk_latency_ms
1784971500000	host004	disk	sde_svctm	45.66	disk_latency_ms
1784971800000	host013	disk	sdb_write	208482	disk_rw_sectors
1784972100000	host015	disk	sdb_read	129935	disk_rw_sectors
1784972400000	host014	disk	sde_avgrq	965.13	disk_other_metric
1784972700000	host004	disk	sda_rqm	486.57	disk_rqm_per_sec
1784973000000	host007	disk	sde_read	348034	disk_rw_sectors
1784973300000	host017	disk	sda_write	105447	disk_rw_sectors
1784973600000	host008	disk	sde_read	51982	disk_rw_sectors
1784973900000	host018	disk	sdc_svctm	36.58	disk_latency_ms
1784974200000	host008	disk	sdc_await	44.90	disk_latency_ms
1784974500000	host015	disk	sde_rqm	264.18	disk_rqm_per_sec
1784974800000	host011	disk	sdb_rqm	203.03	disk_rqm_per_sec
1784975100000	host016	disk	sdb_svctm	19.34	disk_latency_ms
1784975400000	host002	disk	sdc_util	75.55	disk_util_percent
1784975700000	host012	disk	sda_write	3289	disk_rw_sectors
1784976000000	host018	disk	sdd_svctm	5.11	disk_latency_ms
1784976300000	host009	disk	sda_avgrq	770.32	disk_other_metric
1784976600000	host020	disk	sdd_read	244889	disk_rw_sectors
1784976900000	host020	disk	sdd_util	95.65	disk_util_percent
1784977200000	host004	disk	sde_util	91.82	disk_util_percent
1784977500000	host004	disk	sdc_await	48.50	disk_latency_ms
1784977800000	host014	disk	sde_svctm	32.20	disk_latency_ms
1784978100000	host018	disk	sde_avgrq	349.94	disk_other_metric
1784978400000	host016	disk	sdb_write	385049	disk_rw_sectors
1784978700000	host001	disk	sde_read	367785	disk_rw_sectors
1784979000000	host013	disk	sde_await	18.50	disk_latency_ms
1784979300000	host013	disk	sde_svctm	19.29	disk_latency_ms
1784979600000	host006	disk	sdc_await	28.78	disk_latency_ms
1784979900000	host004	disk	sdd_read	169697	disk_rw_sectors
1784980200000	host015	disk	sdd_write	161505	disk_rw_sectors
1784980500000	host020	disk	sdc_svctm	29.70	disk_latency_ms
1784980800000	host006	disk	sdb_await	16.37	disk_latency_ms
1784981100000	host020	disk	sdc_avgrq	671.16	disk_other_metric
1784981400000	host001	disk	sdd_util	73.82	disk_util_percent
1784981700000	host005	disk	sdb_rqm	222.53	disk_rqm_per_sec
1784982000000	host016	disk	sde_read	400992	disk_rw_sectors
1784982300000	host020	disk	sdb_util	42.31	disk_util_percent
1784982600000	host010	disk	sde_rqm	382.23	disk_rqm_per_sec
1784982900000	host019	disk	sda_util	48.44	disk_util_percent
1784983200000	host018	disk	sda_rqm	276.62	disk_rqm_per_sec
1784983500000	host020	disk	sde_util	30.70	disk_util_percent
1784983800000	host016	disk	sdb_avgrq	559.15	disk_other_metric
1784984100000	host020	disk	sdd_avgrq	405.63	disk_other_metric
1784984400000	host003	disk	sdc_svctm	9.76	disk_latency_ms
1784984700000	host020	disk	sdc_svctm	42.36	disk_latency_ms
1784985000000	host004	disk	sdb_util	46.20	disk_util_percent
1784985300000	host010	disk	sde_util	51.90	disk_util_percent
1784985600000	host011	disk	sdd_write	209016	disk_rw_sectors
1784985900000	host019	disk	sde_svctm	40.44	disk_latency_ms
1784986200000	host004	disk	sde_await	14.72	disk_latency_ms
1784986500000	host019	disk	sde_svctm	1.49	disk_latency_ms
1784986800000	host010	disk	sda_await	0.59	disk_latency_ms
1784987100000	host020	disk	sda_write	347540	disk_rw_sectors
1784987400000	host017	disk	sda_util	87.58	disk_util_percent
1784987700000	host011	disk	sda_write	62006	disk_rw_sectors
1784988000000	host002	disk	sda_write	208913	disk_rw_sectors
1784988300000	host005	disk	sde_util	3.91	disk_util_percent
1784988600000	host013	disk	sdd_avgrq	552.88	disk_other_metric
1784988900000	host002	disk	sdb_rqm	419.93	disk_rqm_per_sec
1784989200000	host006	disk	sdc_avgrq	534.64	disk_other_metric
1784989500000	host009	disk	sdc_await	26.05	disk_latency_ms
1784989800000	host008	disk	sda_rqm	278.14	disk_rqm_per_sec
1784990100000	host018	disk	sdc_write	458717	disk_rw_sectors
1784990400000	host002	disk	sdb_await	24.18	disk_latency_ms
1784990700000	host018	disk	sda_avgrq	618.85	disk_other_metric
1784991000000	host016	disk	sdb_avgrq	833.41	disk_other_metric
1784991300000	host004	disk	sdc_await	20.86	disk_latency_ms
1784991600000	host008	disk	sda_rqm	74.69	disk_rqm_per_sec
1784991900000	host015	disk	sdd_await	45.77	disk_latency_ms
1784992200000	host002	disk	sda_rqm	106.43	disk_rqm_per_sec
1784992500000	host012	disk	sde_await	38.01	disk_latency_ms
1784992800000	host013	disk	sdb_read	310469	disk_rw_sectors
1784993100000	host020	disk	sdc_await	32.29	disk_latency_ms
1784993400000	host001	disk	sdc_await	19.43	disk_latency_ms
1784993700000	host004	disk	sdb_avgrq	767.25	disk_other_metric
1784994000000	host007	disk	sdd_util	97.87	disk_util_percent
1784994300000	host010	disk	sdc_util	44.88	disk_util_percent
1784994600000	host002	disk	sdc_svctm	38.08	disk_latency_ms
1784994900000	host001	disk	sdc_read	278302	disk_rw_sectors
1784995200000	host016	disk	sda_write	217288	disk_rw_sectors
1784995500000	host002	disk	sdb_rqm	56.50	disk_rqm_per_sec
1784995800000	host007	disk	sdc_util	37.24	disk_util_percent
1784996100000	host004	disk	sdd_rqm	115.46	disk_rqm_per_sec
1784996400000	host010	disk	sde_avgrq	949.69	disk_other_metric
1784996700000	host009	disk	sdd_read	315334	disk_rw_sectors
1784997000000	host020	disk	sdc_rqm	196.70	disk_rqm_per_sec
1784997300000	host009	disk	sdb_await	47.74	disk_latency_ms
1784997600000	host018	disk	sda_util	81.85	disk_util_percent
1784997900000	host012	disk	sda_write	157749	disk_rw_sectors
1784998200000	host002	disk	sde_await	7.17	disk_latency_ms
1784998500000	host005	disk	sdc_read	169663	disk_rw_sectors
1784998800000	host012	disk	sdc_util	87.22	disk_util_percent
1784999100000	host005	disk	sda_await	46.63	disk_latency_ms
1784999400000	host006	disk	sdb_write	492275	disk_rw_sectors
1784999700000	host006	disk	sdc_read	319285	disk_rw_sectors
1785000000000	host001	disk	sdb_await	11.87	disk_latency_ms
1785000300000	host010	disk	sdd_util	79.31	disk_util_percent
1785000600000	host009	disk	sdb_svctm	15.43	disk_latency_ms
1785000900000	host013	disk	sde_avgrq	541.18	disk_other_metric
1785001200000	host011	disk	sdd_await	29.90	disk_latency_ms
1785001500000	host020	disk	sdc_util	32.63	disk_util_percent
1785001800000	host004	disk	sde_write	280167	disk_rw_sectors
1785002100000	host008	disk	sda_await	0.40	disk_latency_ms
1785002400000	host003	disk	sdd_read	150716	disk_rw_sectors
1785002700000	host011	disk	sdc_await	10.99	disk_latency_ms
1785003000000	host006	disk	sdd_rqm	1.66	disk_rqm_per_sec
1785003300000	host008	disk	sda_util	12.77	disk_util_percent
1785003600000	host006	disk	sda_read	487859	disk_rw_sectors
1785003900000	host003	disk	sda_svctm	11.92	disk_latency_ms
1785004200000	host005	disk	sde_util	49.47	disk_util_percent
1785004500000	host014	disk	sdc_avgrq	536.07	disk_other_metric
1785004800000	host018	disk	sda_avgrq	617.49	disk_other_metric
1785005100000	host018	disk	sda_await	35.65	disk_latency_ms
1785005400000	host011	disk	sda_await	8.63	disk_latency_ms
1785005700000	host019	disk	sde_avgrq	170.31	disk_other_metric
1785006000000	host012	disk	sdd_read	373713	disk_rw_sectors
